"year";"E_index"
2015;15,9373351875619
2016;9,21897203708666
2017;21,8857001057701
2018;24,041257238095
2019;42,8955122607849
2020;61,7382076144742
2021;47,9898568207961
2022;83,9064384885936
2023;93,4339265279666
2024;63,5060063624709
